id,content,prompt,A,B,C,D,E,answer
832,"A lei não nasce da natureza, junto das fontes frequentadas pelos primeiros pastores: a lei nasce das batalhas reais, das vitórias, dos massacres, das conquistas que têm sua data e seus heróis de horror: a lei nasce das cidades incendiadas, das terras devastadas; ela nasce com os famosos inocentes que agonizam no dia que está amanhecendo. ","O filósofo Michel Foucault (séc. XX) inova ao pensar a política e a lei em relação ao poder e à organização social. Com base na reflexão de Foucault, a finalidade das leis na organização das sociedades modernas é",combater ações violentas na guerra entre as nações.,coagir e servir para refrear a agressividade humana.,criar limites entre a guerra e a paz praticadas entre os indivíduos de uma mesma nação. ,estabelecer princípios éticos que regulamentam as ações bélicas entre países inimigos.,organizar as relações de poder na sociedade e entre os Estados.,E
833,"O mulato     Ana Rosa cresceu; aprendera de cor a gramática do Sotero dos Reis; lera alguma coisa; sabia rudimentos de francês e tocava modinhas sentimentais ao violão e ao piano. Não era estúpida; tinha a intuição perfeita da virtude, um modo bonito, e por vezes lamentara não ser mais instruída. Conhecia muitos trabalhos de agulha; bordava como poucas, e dispunha de uma gargantazinha de contralto que fazia gosto de ouvir.    Uma só palavra boiava à superfície dos seus pensamentos: “Mulato”. E crescia, crescia, transformandose em tenebrosa nuvem, que escondia todo o seu passado. Ideia parasita, que estrangulava todas as outras ideias.    — Mulato!    Esta só palavra explicava-lhe agora todos os mesquinhos escrúpulos, que a sociedade do Maranhão usara para com ele. Explicava tudo: a frieza de certas famílias a quem visitara; as reticências dos que lhe falavam de seus antepassados; a reserva e a cautela dos que, em sua presença, discutiam questões de raça e de sangue. ","O texto de Aluísio Azevedo é representativo do Naturalismo, vigente no final do século XIX. Nesse fragmento, o narrador expressa fidelidade ao discurso naturalista, pois",relaciona a posição social a padrões de comportamento e à condição de raça.,apresenta os homens e as mulheres melhores do que eram no século XIX.,mostra a pouca cultura feminina e a distribuição de saberes entre homens e mulheres.,ilustra os diferentes modos que um indivíduo tinha de ascender socialmente.,critica a educação oferecida às mulheres e os maus-tratos dispensados aos negros.,A
834,"Apesar do aumento da produção no campo e da integração entre a indústria e a agricultura, parte da população da América do Sul ainda sofre com a subalimentação, o que gera conflitos pela posse de terra que podem ser verificados em várias áreas e que frequentemente chegam a provocar mortes ",Um dos fatores que explica a subalimentação na América do Sul é,a baixa inserção de sua agricultura no comércio mundial.,a quantidade insuficiente de mão-de-obra para o trabalho agrícola.,a presença de estruturas agrárias arcaicas formadas por latifúndios improdutivos.,"a situação conflituosa vivida no campo, que impede o crescimento da produção agrícola.",os sistemas de cultivo mecanizado voltados para o abastecimento do mercado interno.,C
835,"Da timidez Ser um tímido notório é uma contradição. O tímido tem horror a ser notado, quanto mais a ser notório. Se ficou notório por ser tímido, então tem que se explicar. Afinal, que retumbante timidez é essa, que atrai tanta atenção? Se ficou notório apesar de ser tímido, talvez estivesse se enganando junto com os outros e sua timidez seja apenas um estratagema para ser notado. Tão secreto que nem ele sabe. É como no paradoxo psicanalítico, só alguém que se acha muito superior procura o analista para tratar um complexo de inferioridade, porque só ele acha que se sentir inferior é doença. […] O tímido tenta se convencer de que só tem problemas com multidões, mas isto não é vantagem. Para o tímido, duas pessoas são uma multidão. Quando não consegue escapar e se vê diante de uma plateia, o tímido não pensa nos membros da plateia como indivíduos. Multiplica-os por quatro, pois cada indivíduo tem dois olhos e dois ouvidos. Quatro vias, portanto, para receber suas gafes. Não adianta pedir para a plateia fechar os olhos, ou tapar um olho e um ouvido para cortar o desconforto do tímido pela metade. Nada adianta. O tímido, em suma, é uma pessoa convencida de que é o centro do Universo, e que seu vexame ainda será lembrado quando as estrelas virarem pó ","Entre as estratégias de progressão textual presentes nesse trecho, identifica-se o emprego de elementos conectores. Os elementos que evidenciam noções semelhantes estão destacados em:",“Se ficou notório por ser tímido” e “[...] então tem que se explicar.”,“[...] então tem que se explicar” e “[...] quando as estrelas virarem pó”.,“[...] ficou notório apesar de ser tímido [...]” e “[...] mas isso não é vantagem [...]”.,“[...] um estratagema para ser notado [...]” e “Tão secreto que nem ele sabe”.,“[...] como no paradoxo psicanalítico [...]” e “[...] porque só ele acha [...]”.,C
836,"No primeiro semestre do ano de 2009, o Supremo Tribunal Federal  (STF), a mais alta corte judicial brasileira, prolatou decisão referente ao polêmico caso envolvendo a demarcação da reserva indígena Raposa Serra do Sol, onde habitam aproximadamente dezenove mil índios aldeados nas tribos Macuxi, Wapixana, Taurepang, Ingarikó e Paramona — em julgamento paradigmático que estabeleceu uma série de conceitos e diretrizes válidas não só para o caso em questão, mas para todas as reservas indígenas demarcadas ou em processo de demarcação no Brasil. ","A demarcação de terras indígenas, conforme o texto, evidencia a",ampliação da população indígena na região.,função do Direito na organização da sociedade.,mobilização da sociedade civil pela causa indígena. ,diminuição do preconceito contra os índios no Brasil. ,pressão de organismos internacionais em defesa dos índios brasileiros.,B
837,"Fundamos, como afirmam alguns cientistas, o antropoceno: uma nova era geológica com altíssimo poder de destruição, fruto dos últimos séculos que significaram um transtorno perverso do equilíbrio do sistema-Terra. Como enfrentar esta nova situação nunca ocorrida antes de forma globalizada e profunda? Temos pessoalmente trabalhado os paradigmas da sustentabilidade e do cuidado como relação amigável e cooperativa para com a natureza. Queremos, agora, agregar a ética da responsabilidade. ",A ética da responsabilidade protagonizada pelo filósofo alemão Hans Jonas e reinvindicada no texto é expressa pela máxima:,“A tua ação possa valer como norma para todos os homens.”,“A norma aceita por todos advenha da ação Comunicativa edo discurso.”,“A tua ação possa produzir a máxima felicidade para a maioria das pessoas.”,O “O teu agir almeje alcançar determinados fins que possam justificar os meios.”,“O efeito de tuas ações não destrua a possibilidade futura da vida das novas gerações.”,E
838,"Estudo aponta que a extinção de preguiças-gigantes, cuja base da dieta eram frutos e sementes, provocou impactos consideráveis na vegetação do Pantanal brasileiro. A flora, embora não tenha desaparecido, tornou-se menos abundante que no passado, além de ocupar áreas mais restritas. ",O evento descrito com a flora ocorreu em razão da redução,da produção de flores.,do tamanho das plantas.,de fatores de disseminação das sementes.,da quantidade de semente por fruto.,dos hábitats disponíveis para as plantas.,C
839,"Tennesse Mountain Properties Description Own a renovated house for less than $290 per month!!!!!!!! New windows, siding, flooring (laminate throughout and tile in entry way and bathroom), kitchen cabinets, counter top, back door, fresh paint and laundry on main floor. Heat billsare very low due to a good solid house and an energy efficient furnace. ","Em jornais, há diversos anúncios que servem aos leitores. O conteúdo do anúncio veiculado por este texto interessará a alguém que esteja procurando",emprego no setor imobiliário.,imóvel residencial para compra.,serviço de reparos em domicílio.,pessoa para trabalho doméstico.,curso de decorador de interiores.,B
840,"— Ora dizeis, não é verdade? Pois o Sr. Lúcio queria esse cravo, mas vós lho não podíeis dar, porque o velho militar não tirava os olhos de vós; ora, conversando com o Sr. Lúcio, acordastes ambos que ele iria esperar um instante no jardim… ","O trecho faz parte do romance A moreninha, de Joaquim Manuel de Macedo. Nessa parte do romance, há um diálogo entre dois personagens. A fala transcrita revela um falante que utiliza uma linguagem","informal, com estruturas e léxico coloquiais.","regional, com termos característicos de uma região.","técnica, com termos de áreas específicas.","culta, com domínio da norma padrão.","lírica, com expressões e termos empregados em sentido figurado.",D
841,"Primeiro surgiu o homem nu de cabeça baixa. Deus veio num raio. Então apareceram os bichos que comiam os homens. E se fez o fogo, as especiarias, a roupa, a espada e o dever. Em seguida se criou a filosofia, que explicava como não fazer o que não devia ser feito. Então surgiram os números racionais e a História, organizando os eventos sem sentido. A fome desde sempre, das coisas e das pessoas. Foram inventados o calmante e o estimulante. E alguém apagou a luz. E cada um se vira como pode, arrancando as cascas das feridas que alcança. ","A narrativa enxuta e dinâmica de Fernando Bonassi configura um painel evolutivo da história da humanidade. Nele, a projeção do olhar contemporâneo manifesta uma percepção que",recorre à tradição bíblica como fonte de inspiração para a humanidade.,desconstrói o discurso da filosofia a fim de questionar o conceito de dever.,resgata a metodologia da história para denunciar as atitudes irracionais.,transita entre o humor e a ironia para celebrar o caos da vida cotidiana.,satiriza a matemática e a medicina para desmistificar o saber científico.,D
842,"No século XIX, o preço mais alto dos terrenos situados no centro das cidades é causa da especialização dos bairros e de sua diferenciação social. Muitas pessoas, que não têm meios de pagar os altos aluguéis dos bairros elegantes, são progressivamente rejeitadas para a periferia, como os subúrbios e os bairros mais afastados. ",Uma consequência geográfica do processo espacial descrito no texto é a:,criação de condomínios fechados de moradia.,decadência das áreas centrais de comércio popular.,aceleração do processo conhecido como cercamento.,ampliação do tempo de deslocamento diário da população.,contenção da ocupação de espaços sem infraestrutura satisfatória.,D
843,"Cárcere das almas Ah! Toda a alma num cárcere anda presa, Soluçando nas trevas, entre as grades Do calabouço olhando imensidades, Mares, estrelas, tardes, natureza. Tudo se veste de uma igual grandeza Quando a alma entre grilhões as liberdades Sonha e, sonhando, as imortalidades Rasga no etéreo o Espaço da Pureza. Ó almas presas, mudas e fechadas Nas prisões colossais e abandonadas, Da Dor no calabouço, atroz, funéreo! Nesses silêncios solitários, graves, que chaveiro do Céu possui as chaves para abrir-vos as portas do Mistério?! ","Os elementos formais e temáticos relacionados ao contexto cultural do Simbolismo encontrados no poema Cárcere das almas, de Cruz e Sousa, são","a opção pela abordagem, em linguagem simples e direta, de temas filosóficos. ",a prevalência do lirismo amoroso e intimista em relação à temática nacionalista. ,o refinamento estético da forma poética e o tratamento metafísico de temas universais. ,a evidente preocupação do eu lírico com a realidade social expressa em imagens poéticas inovadoras. ,a liberdade formal da estrutura poética que dispensa a rima e a métrica tradicionais em favor de temas do cotidiano. ,C
844,"Primeiro, em relação àquilo a que chamamos água, quando congela, parece-nos estar a olhar para algo que se tornou pedra ou terra, mas quando derrete e se dispersa, esta torna-se bafo e ar; o ar, quando é queimado, torna-se fogo; e, inversamente, o fogo, quando se contrai e se extingue, regressa à forma do ar; o ar, novamente concentrado e contraído, torna-se nuvem e nevoeiro, mas, a partir destes estados, se for ainda mais comprimido, torna-se água corrente, e de água torna-se novamente terra e pedras; e deste modo, como nos parece, dão geração uns aos outros de forma cíclica. ","Excetuando-se a fase de plasma, essas transformações sofridas pela matéria, em nível microscópico, estão associadas a uma",troca de átomos entre as diferentes moléculas do material.,transmutação nuclear dos elementos químicos do material.,redistribuição de prótons entre os diferentes átomos do material.,mudança na estrutura espacial formada pelos diferentes constituintes do material.,alteração nas proporções dos diferentes isótopos de cada elemento presente no material.,D
845,"A presunção de que a superfície das chapadas e chapadões representa uma velha peneplanície é corroborada pelo fato de que ela é coberta por acumulações superficiais, tais como massas de areia, camadas de cascalhos e seixos e pela ocorrência generalizada de concreções ferruginosas que formam uma crosta laterítica, denominada “canga”. ",Qual tipo climático favorece o processo de alteração do solo descrito no texto?," Árido, com déficit hídrico.","Subtropical, com baixas temperaturas.","Temperado, com invernos frios e secos.","Tropical, com sazonalidade das chuvas."," Equatorial, com pluviosidade abundante.",D
846,"O garfo muito grande, com dois dentes, que era usado para servir as carnes aos convidados, é antigo, mas não o garfo individual. Este data mais ou menos do século XVI e difundiu-se a partir de Veneza e da Itália em geral, mas com lentidão. O uso só se generalizaria por volta de 1750. ","No processo de transição para a modernidade, o uso do objeto descrito relaciona-se à",construção de hábitos sociais. ,introdução de medidas sanitárias. ,ampliação das refeições familiares. ,valorização da cultura renascentista. ,incorporação do comportamento laico.,A
847,"Esporte e cultura: análise acerca da esportivização de práticas corporais nos jogos indígenas  Nos Jogos dos Povos Indígenas, observa-se que as práticas corporais realizadas envolvem elementos tradicionais (como as pinturas e adornos corporais) e modernos (como a regulamentação, a fiscalização e a padronização). O arco e flecha e a lança, por exemplo, são instrumentos tradicionalmente utilizados para a caça e a defesa da comunidade na aldeia. Na ocasião do evento, esses artefatos foram produzidos pela própria etnia, porém sua estruturação como “modalidade esportiva” promoveu uma semelhança entre as técnicas apresentadas, com o sentido único da competição. ",A relação entre os elementos tradicionais e modernos nos Jogos dos Povos Indígenas desencadeou a,padronização de pinturas e adornos corporais.,sobreposição de elementos tradicionais sobre os modernos.,individuação das técnicas apresentadas em diferentes modalidades.,legitimação das práticas corporais indígenas como modalidade esportiva.,preservação dos significados próprios das práticas corporais em cada cultura.,D
848,"A tecelagem é numa sala com quatro janelas e 150 operários. O salário é por obra. No começo da fábrica, os tecelões ganhavam em média 170$000 réis mensais. Mais tarde não conseguiam ganhar  mais do que 90$000; e pelo último rebaixamento, a média era de 75$000! E se a vida fosse barata! Mas as casas que a fábrica aluga, com dois quartos e cozinha, são a 20$000 réis por mês; as outras são de 25$ a 30$000 réis. Quanto aos gêneros de primeira necessidade, em regra custam mais do que em São Paulo. ","Essas condições de trabalho, próprias de uma sociedade em processo de industrialização como a brasileira do início do século XX, indicam a",exploração burguesa.,organização dos sindicatos.,ausência de especialização., industrialização acelerada.,alta de preços.,A
849,"A participação da mulher no processo de decisão política ainda é extremamente limitada em praticamente todos os países, independentemente do regime econômico e social e da estrutura institucional vigente em casa um deles. É fato público e notório, além de empiricamente comprovado, que as mulheres estão em geral sub-representadas nos órgãos do poder, pois a proporção não corresponde jamais ao peso relativo dessa parte da população. ","No âmbito do Poder Legislativo brasileiro, a tentativa de reverter esse quadro de sub-representação tem envolvido a implementação, pelo Estado, de",leis que combatem à violência doméstica.,cotas de gêneros nas candidaturas partidárias.,programas de mobilização política nas escolas.,propaganda de incentivo ao voto consciente.,apoio financeiro às lideranças femininas.,B
850,"Ebony and ivory Ebony and ivory live together in perfect harmony Side by side on my piano keyboard, oh Lord, why don’t we? We all know that people are the same wherever we go There is good and bad in ev’ryone, We learn to live, we learn to give Each other what we need to survive together alive   ","Em diferentes épocas e lugares, compositores têm utilizado seu espaço de produção musical para expressar e problematizar perspectivas de mundo. Paul McCartney, na letra dessa canção, defende",o aprendizado compartilhado.,a necessidade de donativos.,as manifestações culturais.,o bem em relação ao mal.,o respeito étnico.,E
851,"Na montagem de uma cozinha para um restaurante, a escolha do material correto para as panelas é importante, pois a panela que conduz mais calor é capaz de cozinhar os alimentos mais rapidamente e, com isso, há economia de gás. A taxa de condução do calor depende da condutividade k do material da sua área A, da diferença de temperatura T e da espessura d do material, sendo dada pela relação . Em panelas com dois materiais, a taxa de condução é dada por , em que  e  são as espessuras dos dois materiais, e  e  são as condutividades de cada material. Os materiais mais comuns no mercado para panelas são o alumínio (k = 20 W/m K), o ferro (k = 8 W/m K) e ao aço (k = 5 W/m K) combinado com o cobre (k = 40 W/m K). Compara-se uma panela de ferro, uma de alumínio e uma composta de  da espessura em cobre e  da espessura em aço, todas com a mesma espessura total e com a mesma área de fundo. ",A ordem crescente da mais econômica para a menos econômica é,"cobre-aço, alumínio e ferro.","alumínio, cobre-aço e ferro","cobre-aço, ferro e alumínio","alumínio, ferro e cobre-aço","ferro, alumínio e cobre-aço",B
852,"TEXTO II  Quadrinista surda faz sucesso na CCXP com narrativas silenciosas A área de artistas independentes da Comic Con Experience (CCXP) deste ano é a maior da história do evento geek, são mais de 450 quadrinistas e ilustradores no Artists’ Alley. E a diversidade vai além do estilo das HQ. Em uma das mesas na fila F, senta a quadrinista com deficiência auditiva Ju Loyola, com suas histórias que classifica como “narrativas silenciosas”. São histórias que podem ser compreendidas por crianças e adultos, e pessoas de qualquer nacionalidade, pelo simples motivo de não terem uma única palavra. A artista não escreve roteiros convencionais para suas obras. Sua experiência de ter que entender a comunicação pelo que vê faz com que ela se identifique muito mais com o que observa do que com o que as pessoas dizem. E basta folhear suas obras que fica claro que elas não são histórias em quadrinhos que perderam as palavras, mas sim que ganharam uma nova perspectiva. ","O Texto I exemplifica a obra de uma artista surda, que promove uma experiência de leitura inovadora, divulgada no Texto II. Independentemente de seus objetivos, ambos os textos",incentivam a produção de roteiros compostos por imagens.,colaboram para a valorização de enredos românticos.,revelam o sucesso de um evento de cartunistas.,contribuem com o processo de acessibilidade.,questionam o padrão tradicional das HQ.,D
853,"A composição de um dos refrigerantes mais ácidos mundialmente consumido é mantida em segredo pelos seus produtores. Existe uma grande especulação em torno da “fórmula” dessa bebida, a qual envolve algumas das seguintes substâncias: ","A substância presente nesse refrigerante, responsável pelo seu acentuado caráter ácido, é a",I,II,III,IV,V,D
854,"Para que não haja abuso, é preciso organizar as coisas de maneira que o poder seja contido pelo poder. Tudo estaria perdido se o mesmo homem ou o mesmo corpo dos principais, ou dos nobres, ou do povo, exercesse esses três poderes: o de fazer leis, o de executar as resoluções públicas e o de julgar os crimes ou as divergências dos indivíduos. Assim, criam-se os poderes Legislativo, Executivo e Judiciário, atuando de forma independente para a efetivação da liberdade, sendo que esta não existe se uma mesma pessoa ou grupo exercer os referidos poderes concomitantemente. ",A divisão e a independência entre os poderes são condições necessárias para que possa haver liberdade em um Estado. Isso pode ocorrer apenas sob um modelo político em que haja,exercício de tutela sobre atividades jurídicas e políticas.,consagração do poder político pela autoridade religiosa. ,  concentração do poder nas mãos de elites técnico-cientifícas.,  estabelecimento de limites aos atores públicos e às instituições do governo.,"reunião das funções de legislar, julgar e executar nas mãos de um governante eleito.",D
855,"Iniciou-se em 1903 a introdução de obras de arte com representações de bandeirantes no acervo do Museu Paulista, mediante a aquisição de uma tela que homenageava o sertanista que comandara a destruição do Quilombo de Palmares. Essa aquisição, viabilizada por verba estadual, foi simultânea à emergência de uma interpretação histórica que apontava o fenômeno do sertanismo paulista como o elo decisivo entre a trajetória territorial do Brasil e de São Paulo, concepção essa que se consolidaria entre os historiadores ligados ao Instituto Histórico e Geográfico de São Paulo ao longo das três primeiras décadas do século XX. ","A prática governamental descrita no texto, com a escolha dos temas das obras, tinha como propósito a construção de uma memória que",afirmava a centralidade de um estado na política do país.,resgatava a importância da resistência escrava na história brasileira.,evidenciava a importância da produção artística no contexto regional.,valorizava a saga histórica do povo na afirmação de uma memória social.,destacava a presença do indígena no desbravamento do território colonial.,A
856,"O conceito de democracia, no pensamento de Habermas, é construído a partir de uma dimensão procedimental, calcada no discurso e na deliberação. A legitimidade democrática exige que o processo de tomada de decisões políticas ocorra a partir de uma ampla discussão pública, para somente então decidir. Assim, o caráter deliberativo corresponde a um processo coletivo de ponderação e análise, permeado pelo discurso, que antecede a decisão. ","O conceito de democracia proposto por Jürgen Habermas pode favorecer processos de inclusão social. De acordo com o texto, é uma condição para que isso aconteça o(a)",participação direta periódica do cidadão.,debate livre e racional entre cidadãos e Estado.,interlocução entre os poderes governamentais.,eleição de lideranças políticas com mandatos temporários.,controle do poder político por cidadãos mais esclarecidos.,B
857,"My brother the star, my mother the earth my father the sun, my sister the moon, to my life give beauty, to my body give strength, to my corn give goodness, to my house give peace, to my spirit give truth, to my elders give wisdom. ",Produções artístico-culturais revelam visões de mundo próprias de um grupo social. Esse poema demonstra a estreita relação entre a tradição oral da cultura indígena norte-americana e a:,transmissão de hábitos alimentares entre gerações.,dependência da sabedoria de seus ancestrais.,representação do corpo em seus rituais.,importância dos elementos da natureza.,preservação da estrutura familiar.,D
858,"      Ao lado da indústria da moda, a do rock é o melhor exemplo da vendabilidade elástica do passado cultural, com suas reciclagens regulares de sua própria história na forma de retomadas e releituras, retornos e versões cover. Nos últimos anos, o desenvolvimento de novas tecnologias acelerou e, de certa maneira, democratizou esse processo a ponto de permitir que as evidências culturais do rock sejam fisicamente desmanteladas e remontadas como pastiche e colagem, com mais rapidez e falta de controle do que em qualquer época. ","O rock personifica o paradoxo da cultura de massas (pós-moderna), visto que seu alcance e influência globais, combinados com a sua tolerância, criam uma",subversão ao sistema cultural vigente.,identificação de pluralidade de estilos e mídias,homogeneização dos ritmos nas novas criações.,desvinculação identitária nos hábitos de escuta,formação de confluência de métodos e pensamento.,B
859,"A talidomida é um sedativo leve e foi muito utilizado no tratamento de náuseas, comuns no início da gravidez. Quando foi lançada, era considerada segura para o uso de grávidas, sendo administrada como uma mistura racêmica composta pelos seus dois enantiômeros (R e S). Entretanto, não se sabia, na época, que o enantiômero S leva à malformação congênita, afetando principalmente o desenvolvimento normal dos braços e pernas do bebê. ",Essa malformação congênita ocorre porque esses enantiômeros,reagem entre si.,não podem ser separados., não estão presentes em partes iguais.,interagem de maneira distinta com o organismo.,são estruturas com diferentes grupos funcionais.,D
860,"Qual é a segurança do sangue? Para que o sangue esteja disponível para aqueles que necessitam, os indivíduos saudáveis devem criar o hábito de doar sangue e encorajar amigos e familiares saudáveis a praticarem o mesmo ato. A prática de selecionar criteriosamente os doadores, bem como as rígidas normas aplicadas para testar, transportar, estocar e transfundir o sangue doado fizeram dele um produto muito mais seguro do que já foi anteriormente. Apenas pessoas saudáveis e que não sejam de risco para adquirir doenças infecciosas transmissíveis pelo sangue, como hepatites B e C, HIV, sífilis e Chagas, podem doar sangue. Se você acha que sua saúde ou comportamento pode colocar em risco a vida de quem for receber seu sangue, ou tem a real intenção de apenas realizar o teste para o vírus HIV, NÃO DOE SANGUE. Cumpre destacar que apesar de o sangue doado ser testado para as doenças transmissíveis conhecidas no momento, existe um período chamado de janela imunológica em que um doador contaminado por um determinado vírus pode transmitir a doença através do seu sangue. DA SUA HONESTIDADE DEPENDE A VIDA DE QUEM VAI RECEBER SEU SANGUE. ","Nessa campanha, as informações apresentadas têm como objetivo principal",conscientizar o doador de sua corresponsabilidade pela qualidade do sangue.,garantir a segurança de pessoas de grupos de risco durante a doação de sangue.,esclarecer o público sobre a segurança do processo de captação do sangue.,alertar os doadores sobre as dificuldades enfrentadas na coleta de sangue.,ampliar o número de doadores para manter o banco de sangue.,A
861,"Os que fiam e tecem unem e ordenam materiais dispersos que, de outro modo, seriam vãos ou quase. Pertencem à mesma linhagem FIANDEIRA CARNEIRO FUSO LÃ dos geômetras, estabelecem leis e pontos de união para o desuno. Antes do fuso, da roca, do tear, das invenções destinadas a estender LÃ LINHO CASULO ALGODÃO LÃ os fios e cruzá-los, o algodão, a seda, era como se ainda estivessem TECEDEIRA URDIDURA TEAR LÃ imersos no limbo, nas trevas do informe. É o apelo à ordem que os traz à claridade, transforma-os em obras, portanto em objetos humanos, iluminados pelo espírito do homem. Não é por ser-nos úteis LÃ TRAMA CROCHÊ DESENHO LÃ que o burel ou o linho representam uma vitória do nosso engenho; TAPECElRA BASTIDOR ROCA LÃ sim por serem tecidos, por cantar neles uma ordem, o sereno, o firme e rigoroso enlace da urdidura, das linhas enredadas. Assim é que LÃ COSER AGULHA CAPUCHO LÃ que suas expressões mais nobres são aquelas em que, com ainda maior disciplina, floresce o ornamento: no crochê, no tapete, FIANDEIRA CARNEIRO FUSO LÃ no brocado. Então, é como se por uma espécie de alquimia, de álgebra, de mágica, algodoais e Carneiros, casulos, LÃ TRAMA CASULO CAPUCHO LÃ campos de linho, novamente surgissem, com uma vida menos rebelde, porém mais perdurável. ","No trecho, retirado do conto Retábulo de Santa Joana Carolina, de Osman Lins, a fim de expressar uma ideia relativa à literatura, o autor emprega um procedimento singular de escrita, que consiste em","entremear o texto com termos destacados que se referem ao universo do tecer e remetem visualmente à estrutura de uma trama, tecida com fios que retornam periodicamente, para aludir ao trabalho do escritor.","entrecortar a progressão do texto com termos destacados, sem relação com o contexto, que tornam evidente a desordem como princípio maior da sua proposta literária.","insinuar, pela disposição de termos destacados, dos quais um forma uma coluna central no corpo do texto, que a atividade de escrever remete à arte ornamental do escultor.","dissertar à maneira de um cientista sobre os fenômenos da natureza, recriminando-a por estar perpetuamente em desordem e não criar concatenação entre eles.","confrontar, por meio dos termos destacados, o ato de escrever à atividade dos cientistas modernos e dos alquimistas antigos, mostrando que esta é muito superior à do escritor.",A
862,Mirem-se no exemplo Daquelas mulheres de Atenas Vivem pros seus maridos Orgulho e raça de Atenas. ,"Os versos da composição remetem à condição das mulheres na Grécia antiga, caracterizada, naquela época, em razão de","sua função pedagógica, exercida junto às crianças atenienses.","sua importância na consolidação da democracia, pelo casamento.",seu rebaixamento de status social frente aos homens.,seu afastamento das funções domésticas em períodos de guerra.,sua igualdade política em relação aos homens.,C
863,"Um carro esportivo é financiado pelo Japão, projetado na Itália e montado em Indiana, México e França, usando os mais avançados componentes eletrônicos, que foram inventados em Nova Jérsei e fabricados na Coreia. A campanha publicitária é desenvolvida na Inglaterra, filmada no Canadá, a edição e as cópias, feitas em Nova York para serem veiculadas no mundo todo. Teias globais disfarçam-se com o uniforme nacional que lhes for mais conveniente. ",A viabilidade do processo de produção ilustrado pelo texto pressupõe o uso de,linhas de montagem e formação de estoques.,empresas burocráticas e mão de obra barata.,controle estatal e infraestrutura consolidada.,organização em rede e tecnologia de informação.,gestão centralizada e protecionismo econômico.,D
864,"Grandes fontes de emissão do gás dióxido de enxofre são as indústrias de extração de cobre e níquel, em decorrência da oxidação dos minérios sulfurados. Para evitar a liberação desses óxidos na atmosfera e a consequente formação da chuva ácida, o gás pode ser lavado, em um processo conhecido como dessulfurização, conforme mostrado na equação (1). CaCO3(s) + SO2(g) → CaSO3(s) + CO2(g) (1) Por sua vez, o sulfito de cálcio formado por ser oxidado, com o auxílio do ar atmosférico, para a obtenção do sulfato de cálcio, como mostrado na equação (2). Essa etapa é de grande interesse porque o produto da reação, popularmente conhecido como gesso, é utilizado para fins agrícolas. 2 CaSO3(s) + O2(g) → 2CaSO4(s) (2) As massas molares dos elementos carbono, oxigênio, enxofre e cálcio são iguais a 12 g/mol, 16 g/mol, 32 g/mol e 40 g/mol, respectivamente. ","Considerando um rendimento de 90% no processo, a massa de gesso obtida, em gramas, por mol de gás retido é mais próxima de",64.,108.,122.,136.,245.,C
865,"A humanidade conhece, atualmente, um fenômeno espacial novo: pela primeira vez na história humana, a população urbana ultrapassa a rural no mundo. Todavia, a urbanização é diferenciada entre os continentes. ","No texto, faz-se referência a um processo espacial de escala mundial. Um indicador das diferenças continentais desse processo espacial está presente em:",Orientação política de governos locais.,Composição religiosa de povos originais.,Tamanho desigual dos espaços ocupados.,Distribuição etária dos habitantes do território.,Grau de modernização de atividades econômicas.,E
866,"Vei, a Sol Ora o pássaro careceu de fazer necessidade, fez e o herói ficou escorrendo sujeira de urubu. Já era de madrugadinha e o tempo estava inteiramente frio. Macunaíma acordou tremendo, todo lambuzado. Assim mesmo examinou bem a pedra mirim da ilhota para vê si não havia alguma cova com dinheiro enterrado. Não havia não. Nem a correntinha encantada de prata que indica pro escolhido, tesouro de holandês. Havia só as formigas jaquitaguas ruivinhas. Então passou Caiuanogue, a estrela da manhã. Macunaíma já meio enjoado de tanto viver pediu pra ela que o carregasse pro céu. Caiuanogue foi se chegando porém o herói fedia muito. —Vá tomar banho! — ela fez. E foi-se embora. Assim nasceu a expressão “Vá tomar banho” que os brasileiros empregam se referindo a certos imigrantes europeus. ","O fragmento de texto faz parte do capítulo VII, intitulado “Vei, a Sol”, do livro Macunaíma, de Mário de Andrade, pertencente à primeira fase do Modernismo brasileiro. Considerando a linguagem empregada pelo narrador, é possível identificar",resquícios do discurso naturalista usado pelos escritores do século XIX.,"ausência de linearidade no tratamento do tempo, recurso comum ao texto narrativo da primeira fase modernista.",referência à fauna como meio de denunciar o primitivismo e o atraso de algumas regiões do país.,"descrição preconceituosa dos tipos populares brasileiros, representados por Macunaíma e Caiuanogue.",uso da linguagem coloquial e de temáticas do lendário brasileiro como meio de valorização da cultura popular nacional.,E
867, ,"A fotografia exibe a fachada de um supermercado em Foz do Iguaçu, cuja localização transfronteiriça é marcada tanto pelo limite com Argentina e Paraguai quanto pela presença de outros povos. Essa fachada revela o(a)",apagamento da identidade linguística.,planejamento linguístico no espaço urbano.,presença marcante da tradição oral na cidade.,disputa de comunidades linguísticas diferentes.,poluição visual promovida pelo multilinguismo.,B
